ra,dec,koi_prad,koi_depth,koi_period,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,mission
128.9278377,21.0637447,3.545,,9.375266,,4571.0,4.597,0.747,0.804,k2
248.394703,-21.965461,0.669,0.00992,2.7518,,,,0.647,,k2
185.1880932,2.2823788,1.82322896,,8.527219,,5922.0,4.24,1.196219,1.072665,k2
170.1327528,2.58692,24.9,3.177,,,,,0.6009,,k2
239.4185534,-20.9831714,,14.79,9.2048,,11886.0,3.82208,3.61562,3.165,k2
340.6082059,-16.3332979,1.72,0.0739,6.79143,,,,0.609,,k2
338.94255,-14.027727,2.08,0.094,11.29665,,,,0.64,,k2
179.4915118,2.321497,17.0,,7.28138,,3784.0,4.883,0.399,,k2
285.4771985,-18.2983843,12.3,,1.157563,,,,1.46,,k2
203.3141917,-8.48463,1.58,0.265,25.8614,,,,0.295,,k2
58.2691796,17.9069486,1.55,0.026,5.32944,,,,0.911,,k2
202.4855554,-8.7497693,29.93,,1.83473,,4385.0,4.44232,0.826606,0.69,k2
132.5235618,23.1924709,1.3,,0.77392,1815.0,5484.0,4.5,0.92,0.98,k2
62.7540713,22.325288,19.1,,1.702301,,6116.0,4.24,1.28,,k2
127.7771249,21.3980052,,0.5075,0.816734,,6318.08,4.02502,1.79519,1.245,k2
56.8728112,24.2881368,,7.53,2.4616,,9962.0,4.11227,2.32365,2.55,k2
132.7540985,23.0836613,,3.9424,6.676,,4036.0,,,,k2
335.578027,-4.2062777,56.5,29.2,2.2021868,,5695.0,,0.96,,k2
349.6506778,-2.8591956,2.705,,16.980197,,5319.0,4.482,0.879,0.852,k2
167.0937488,-1.065855,4.03523305,0.058,28.6781,786.0,5700.0,4.092,1.533,1.056,k2
249.3309961,-20.4286731,3.22,0.1771,46.38363,,,,0.762,,k2
130.3439097,18.9338205,,0.05,14.6843,,4695.41,4.50612,0.800765,0.75,k2
12.7736909,-1.1958844,1.37068602,,9.695101,,5000.0,4.43,0.762994,0.793531,k2
284.8455006,-17.988768,1.8,0.0251,2.17469,,,,1.083,,k2
185.5507926,-4.7172908,2.19,0.12,12.11839,551.0,4629.0,4.64,0.67,0.71,k2
173.6964045,2.5270664,16.3,,440.0,,4600.0,,0.85,,k2
174.031648,5.2521219,1.89,0.256,15.3791,,,,0.336,,k2
233.20237,-25.443527,2.17,,6.695687,,5320.0,4.461,0.905,0.869,k2
344.0163229,-10.3323149,2.55,,0.367453,,6167.0,4.16,0.95,,k2
246.6429443,-15.7925384,5.19,0.778,13.156974,,3816.0,,0.54,,k2
183.7203635,1.9681688,,,9.79692,912.0,5679.0,4.435,0.98,0.958,k2
338.0516437,-8.8033651,2.98,0.0856,36.9321,,,,0.955,,k2
246.5591625,-27.9830801,1.86,0.227,4.1657292,,3442.0,,0.36,,k2
127.9211671,22.8415869,,0.0246,2.918,,4996.93,4.59002,0.763904,0.828,k2
135.5453448,11.6065889,,14.9235,0.967865,,5255.0,4.417,0.97198,0.9,k2
335.025662,-9.0560881,4.74,0.0603,7.4956613,,6634.0,,1.77,,k2
168.9366786,0.4880606,1.29,0.0487,13.8394,,,,0.554,,k2
198.0748597,-11.0478053,55.0,,18.155653,,,,0.83,,k2
131.2665588,13.5497322,,0.1297,4.4,,4712.91,4.48148,0.826001,0.754,k2
170.133417,-2.8982132,,0.875,1.57771549,,7333.0,3.83915,2.56752,1.66,k2
130.9328783,23.7965421,,62.8169,0.751394,,5480.0,4.21057,1.27317,0.96,k2
210.272978,-9.5402384,17.1,0.2247,0.32815384,,,,1.168,,k2
293.9234664,-23.678453,29.9,1.728,6.689131,,,,1.011,,k2
252.8617981,-25.0535105,5.57,0.331,3.4007758,,5520.0,,0.89,,k2
184.071828,-6.3856514,2.84337254,,19.57572,,5611.0,4.55,0.90705,,k2
175.2407614,3.6815406,7.28,,40.7362,529.0,5618.0,,0.85,,k2
185.6973984,-0.1218824,2.384,,8.006875,,5403.0,4.538,0.846,0.904,k2
129.83855,21.3907526,,0.0437,0.822,,5990.46,3.63301,2.64987,1.1,k2
204.3571304,-12.2111141,3.93,0.494,11.52898,,,,0.533,,k2
12.8272823,5.3334294,23.32,1.7165,9.073266,,,,1.763,,k2
132.142853,17.1905813,2.01,,9.562742,,4349.9,,0.667217,0.694726,k2
169.4827046,2.6190363,3.0,,1.143201,,3865.0,4.886,0.382,0.421,k2
135.8050393,23.7715847,,41.6594,0.555317,,5295.0,4.33146,1.07851,0.91,k2
130.0093645,16.3723455,,0.5656,8.658,,5127.0,4.46444,0.901716,0.864,k2
348.6795029,-2.4404113,7.158,,1.082361,,5556.0,4.032,1.721,1.159,k2
124.5363137,19.3660902,2.239,,19.729071,,4735.0,4.619,0.712,0.769,k2
232.4182876,-22.8049652,1.77,,15.320606,,5819.0,4.272,1.118,0.851,k2
174.9206066,7.8258194,1.29,0.0226,0.78214992,,5144.0,,0.79,,k2
131.9735167,12.2317861,1.8,,18.645046,,,,0.84,,k2
129.0344102,17.4299822,,0.1641,3.383,,5603.82,4.41736,1.019,0.99,k2
243.4509662,-24.7870527,1.52572113,,4.443774,,5382.0,4.66,0.818403,0.886868,k2
293.8330329,-28.498475,0.73,,0.961918,,3775.0,5.0,0.31,,k2
131.3241107,17.5194533,,1.6796,15.405101,,5910.0,4.145,1.475,,k2
198.478571,-7.1610248,2.62,0.1633,14.78545,,,,0.623,,k2
125.007177,14.0194586,17.4,,22.634594,,,,0.92,,k2
158.8611011,9.2538391,2.364,,9.032248,,4967.0,4.668,0.762,0.993,k2
330.9718285,-15.1061088,22.0,,19.44212,,3864.0,4.91,0.35,,k2
132.3036441,11.7589327,8.0,0.49,36.109,,,,0.504,,k2
246.8110909,-27.9571047,15.65133315,,13.008383,,5526.0,4.29,1.420548,,k2
247.9469488,-21.5234812,8.4,,2.2,,4800.0,,0.87,,k2
289.8248266,-25.355926,12.2,0.3263,43.1029,,,,1.923,,k2
342.3740644,-9.6152957,4.28,0.0718,5.01038,,,,1.53,,k2
130.0266951,19.0923416,2.19,,4.00498,,3385.0,,0.33,0.331,k2
136.0199607,17.8569949,,52.2455,0.575349,,5033.0,4.32349,1.04575,0.84,k2
247.1360171,-27.1235298,1.76,0.0976,6.11706,,,,0.535,,k2
139.7986584,15.3540233,,11.9088,20.924593,,2980.0,4.198,0.423,,k2
182.4450314,-10.1116203,3.58,0.113,5.20256,1000.0,5489.0,4.42401,0.995782,0.96,k2
134.3271756,15.0821831,,0.0659,0.543877,,6177.78,4.24133,1.36241,1.18,k2
62.5328988,19.4111732,,0.124,1.43689647,,4876.7,,10.8463,,k2
290.2705419,-19.6908744,1.22,0.0304,2.494206,,,,0.663,,k2
249.1644576,-28.4111595,200.0,0.529,13.1426,,,,13.9,,k2
208.154586,-6.7693945,36.1,,1.017968,,,,0.75,,k2
75.5563777,14.7101176,0.505,,24.213117,,3245.0,5.24,0.124,0.098,k2
241.824054,-22.0602594,,1.49,1.6281,,5691.0,3.56677,2.74444,1.013,k2
140.514907,15.8078269,,24.1729,1.288312,,3412.0,4.67151,0.57612,0.568153,k2
199.5780236,-9.6918696,21.4,,13.843678,,,,0.81,,k2
203.5783492,-3.1555013,4.886,,6.116238,,6283.0,4.154,1.544,1.235,k2
289.4114936,-24.9358861,12.7,,15.207101,,,,0.84,,k2
127.5541103,10.9101444,3.17,0.0828,6.89442,,,,1.071,,k2
135.9347837,17.4516768,,63.6988,0.593274,,5557.0,4.36492,1.07692,0.98,k2
130.836782,11.24812,,0.2385,2.084,,,,,,k2
170.1325248,-2.9026339,7.55,0.891,1.5778643,,4811.0,,0.73,,k2
208.7531273,-11.0799874,1.86705079,,14.069759,,5343.0,4.51,0.890011,,k2
52.8346342,18.3160503,,0.09,5.7663,,3338.0,4.89775,0.326267,0.306782,k2
177.3202331,3.4755183,3.36,0.213,2.7706297,,4329.0,,0.67,,k2
140.7023884,21.6148163,,18.6838,0.781949,,5480.9,4.01992,1.58567,0.96,k2
8.6971419,4.6577408,4.7,,12.092216,,,,0.84,,k2
337.5136198,-13.6101475,3.32,0.197,5.29853,,,,0.668,,k2
199.8315191,-8.5095364,2.94026258,,15.853543,,5712.0,4.55,0.906367,0.963364,k2
173.6002346,-0.3345702,1.17,0.0143,4.4416421,,5547.0,,0.9,,k2
129.83855,21.3907526,,0.047,0.82182448,,5990.46,3.63301,2.64987,1.1,k2
126.2563741,13.857096,2.32,0.145,37.4059,,,,0.581,,k2
197.6597732,-12.7798456,1.82,0.208,6.80213,,,,0.379,,k2
253.2473212,-24.6262888,18.4,3.09,28.465633,,5700.0,,0.96,,k2
57.4262424,24.4628062,,3.67,7.0502,,4947.69,4.65197,0.705709,0.815,k2
245.1798804,-19.1443126,1.58,,0.980414,,4202.0,4.758,0.66,,k2
177.7087476,1.6919004,4.07,1.517,44.394,,,,0.318,,k2
9.4888351,8.2511033,3.0,0.251,14.753,,,,0.5666,,k2
135.274273,13.5092749,,1.0943,0.682618,,6120.16,3.61756,2.77001,1.16,k2
132.6211743,17.5423852,3.13,,14.4536756,747.0,5397.0,4.53,0.83,0.86,k2
130.3412169,18.1339264,,10.9867,0.628876,,6688.0,4.24194,1.49352,1.42,k2
125.2144993,14.2586479,,0.081,9.01258853,,4764.64,4.49798,0.81741,0.767,k2
179.7058532,-3.3894613,3.02,0.28,7.9069606,,3772.0,,0.52,,k2
247.3388942,-15.6467547,57.0,,8.1191,,6040.0,4.32,1.2,,k2
238.7713112,-20.4356029,,0.98,1.1488,,3429.0,4.07241,0.984957,0.418,k2
133.3328045,23.5317481,,37.0025,5.489456,,5151.0,,3.27338,,k2
247.0434622,-18.6239525,3.12,0.185,4.4984354,,4309.0,,0.66,,k2
183.8462454,-6.2683289,1.12,2.268,2.30183,1054.0,4616.52,4.53679,0.762602,0.73,k2
133.1218879,9.9628828,0.72,,0.19785,,3677.0,4.76387,0.469901,0.467536,k2
63.2182348,24.2047218,1.22,,1.419604,,3488.9,,0.32067,0.383934,k2
136.2196232,20.4151247,,34.5965,0.923861,,6235.06,3.96046,1.90631,1.21,k2
201.2364742,-8.1717857,1.60793495,,6.789076,,5758.0,4.46,0.978493,,k2
130.1551381,13.0146799,,0.0078,4.144,,6177.44,4.16002,1.49612,1.18,k2
206.717132,-3.314273,3.131,,7.535783,,3990.0,4.718,0.659,14.336,k2
282.7778385,-19.284618,11.9,0.0563,3.04108,,,,1.91,,k2
130.6353009,11.98279,,2.677,0.554633,,4729.0,4.362,0.951566,0.76,k2
339.0346995,-13.5006049,2.28,0.0124,4.1029,,,,1.98,,k2
52.8346342,18.3160503,1.19,0.202,7.98471,,,,0.249,,k2
206.8325575,-5.1060853,,0.2425,6.725,,4891.0,4.52512,0.80913,0.8,k2
129.0410676,16.3436617,,,1.99043,,5086.0,,0.82,,k2
293.6160533,-23.0529537,36.94985751,,14.948966,,6391.0,4.18,1.524443,,k2
167.1711994,1.5774487,27.81,,5.79687,930.0,5192.0,,0.79,,k2
334.0195539,-10.5673649,1.47,0.0455,20.6714,,,,0.655,,k2
178.1921152,-1.1984418,2.5,,30.9349,,5767.0,4.398,1.01,0.93,k2
288.0767141,-22.5344317,67.3,,28.077484,,,,1.54,,k2
55.7168593,17.1014246,16.6,,14.14459,,5011.0,3.663,2.69,,k2
181.3718091,-5.8482738,8.84,1.303,6.17887,772.0,4719.28,4.45833,0.849432,0.756,k2
13.4321524,7.9952914,3.19,0.0935,4.17032,,,,1.013,,k2
133.6160492,21.2872925,,40.6463,1.204338,,5633.43,4.52269,0.907171,1.0,k2
128.0987614,10.6772004,,4.465,14.4518248,,6016.0,4.02797,1.68931,1.11,k2
132.6211743,17.5423852,2.91,,14.453533,655.0,5419.0,4.53,0.81,0.81,k2
55.5807493,17.8002937,3.0,,2.35771,,3655.0,5.007,0.267,,k2
104.4368858,24.2657613,2.22,0.01196,0.6687,,,,1.942,,k2
173.8276491,3.9340165,1.32,,3.52674,,3413.0,4.87298,0.350987,0.335348,k2
75.5563777,14.7101176,1.233,,13.284219,,3245.0,5.24,0.124,0.098,k2
174.011661,-2.5209338,2.16,,5.65706,1211.0,5989.0,,1.09,,k2
207.3819041,-6.3241731,29.41,,4.68189,,3368.0,4.8211,0.40606,0.398305,k2
351.7535428,-11.8109993,2.462,,11.109675,,4813.0,4.66,0.657,0.717,k2
179.7058532,-3.3894613,1.87,,28.1656,,,,,0.41,k2
132.2780777,11.498004,1.95,0.075,7.757595,,,,0.713,,k2
127.6869017,15.1625976,9.25,,23.5306712,591.0,6688.0,4.05,1.9,1.48,k2
127.5541103,10.9101444,2.83587212,0.0618,6.893813,1015.0,5520.0,4.413,1.04,1.022,k2
289.4262202,-15.9295397,118.0,1.943,34.3797,,,,4.0,,k2
99.3805518,26.7864507,71.0,,12.86772,,6861.0,4.11,1.79,,k2
172.804304,0.9586366,1.85,0.0449,6.3991398,,5210.0,,0.8,,k2
60.9037642,22.2491134,6.94,,0.950356,,6125.0,3.0,0.94,,k2
133.2789525,20.4588868,,40.5896,3.244126,,4274.11,4.27547,0.987047,0.67,k2
337.3577853,-8.2666588,1.62,,0.434827,,3724.0,4.942,0.5,,k2
127.0046688,14.1195964,,0.0308,34.023,,4534.56,,11.253,,k2
129.977531,19.8219052,,135.5446,1.092917,,7226.47,4.14565,1.78223,1.62,k2
57.4807753,22.2843374,7.68,0.7187,56.6205,,,,0.904,,k2
15.1592415,10.1994919,2.71,0.1552,10.22657,,,,0.681,,k2
129.2823699,20.3992512,,0.083,14.11544241,,5024.37,4.6304,0.734473,0.84,k2
130.0266951,19.0923416,1.83,,2.64484,,3359.0,4.8983,0.325729,0.306161,k2
186.8729195,-6.7218474,1.197,,0.584,,5185.0,4.56,0.781,0.804,k2
60.3093491,15.3279672,1.61,0.0944,3.74234,,,,0.502,,k2
230.4799011,-20.2317975,2.363,,24.3681,525.0,4796.0,4.53,0.71,0.79,k2
170.6976906,5.0951726,,0.054,1.39533316,,3433.0,4.80422,0.424658,0.419014,k2
183.6456643,-9.5626286,1.54,0.027,3.27108,1120.0,5424.0,4.47,0.91,0.88,k2
203.5467021,-13.5769705,1.97,,7.385655,601.0,4339.0,4.66,0.65,0.69,k2
130.7774233,15.554317,4.1,0.3043,4.894289,,4440.0,4.62,0.686,,k2
62.6037399,13.2177437,21.1,,14.08549,,5970.0,4.161,1.32,,k2
129.2119475,22.7410958,2.6,0.0997,2.22645,,,,0.782,,k2
353.7077699,-3.8349446,2.57,,4.696045,,5003.0,4.605,0.782,0.907,k2
126.9741718,17.1475919,1.12,0.314,12.89398,,,,0.191,,k2
59.464829,18.4649505,1.01,,0.684533,,4268.0,4.776,0.507,0.573,k2
131.2665588,13.5497322,,0.132,4.39883617,,4712.91,4.48148,0.826001,0.754,k2
335.3081368,-12.5569819,,,29.626,,5547.0,4.56104,0.857949,0.977,k2
132.8847309,17.319892,,0.0975,1.106,,5900.71,4.37581,1.11127,1.07,k2
335.0949721,-9.5097112,1.59,0.162,3.11594,,,,0.367,,k2
22.8779687,5.4159179,2.44,0.168,13.6094,,,,0.564,,k2
19.3047733,9.5012663,1.054,0.0983,3.83553,,,,0.321,,k2
205.9108687,-12.2014333,1.46,0.048,3.44791,,,,0.637,,k2
286.85181,-27.7923145,16.9,,1.117027,,,,0.27,,k2
125.007177,14.0194586,2.59929571,,0.469269,,5482.0,4.6,0.873283,0.942219,k2
55.5807493,17.8002937,1.95,0.469,2.357651,,,,0.267,,k2
129.2557752,13.2359338,3.123,,10.542179,,5441.0,4.423,0.916,0.81,k2
185.306183,-10.2820915,1.57,0.02,4.56327,1091.0,5835.0,4.48,0.99,1.06,k2
293.5607117,-23.1312775,3.28568401,,22.779878,,5507.0,4.68,0.878161,0.956055,k2
186.8729195,-6.7218474,2.04,,8.3262,727.0,5163.0,4.53,0.774,0.84,k2
283.2643203,-22.4070553,2.31,0.0579,3.405087,,,,0.923,,k2
131.0413479,11.3854224,,0.049,1.56706496,,4426.2,4.69978,0.615898,0.693,k2
16.5208588,6.0084398,5.91,1.006,17.1057,,,,0.592,,k2
61.0019418,17.3280323,4.0,1.296,2.386772,,,,0.286,,k2
203.6214411,-15.0365158,2.58,0.0784,6.67913,,,,0.882,,k2
203.6214411,-15.0365158,2.6,,6.679224,,,,0.88,,k2
131.7414253,12.9991012,,12.5677,0.555516,,,,,,k2
57.4854562,14.5020556,,0.077,6.10099028,,4784.0,4.56844,0.756173,0.772,k2
133.838029,14.9645433,,3.4039,0.69719,,5535.52,4.0963,1.45971,0.97,k2
334.3645089,-12.1874776,1.73,0.0828,16.19803,,,,0.577,,k2
205.6712596,-10.7690389,,0.6354,4.545,,3258.0,4.98795,0.248786,0.219548,k2
210.272978,-9.5402384,14.79153996,,0.328152,,5759.0,4.46,0.990035,,k2
176.6657559,-5.1720463,2.15,,6.68796,,4613.0,4.659,0.643,0.702,k2
130.0266951,19.0923416,2.25,,2.6698,,3385.0,4.906,0.35,0.358,k2
133.2320539,14.8164505,,66.0084,1.855421,,11500.0,4.055,2.734,,k2
73.6995075,18.3215571,,,9.7051,,5090.0,,1.24,,k2
227.5096887,-18.8126177,5.824,,23.336739,,6332.0,4.062,2.356,2.312,k2
140.4054055,20.727007,,3.7899,2.883162,,6100.45,4.33075,1.21341,1.15,k2
130.1551381,13.0146799,1.57,,4.144965,1429.0,6209.0,4.18,1.45,1.16,k2
168.5427766,4.9881156,31.73,,27.24273,707.0,6166.0,,0.92,,k2
334.3645089,-12.1874776,2.11,0.0776,16.197189,,4500.0,,0.69,,k2
11.6996481,0.6406182,2.60585269,,12.48749,,5522.0,4.41,0.928158,0.941851,k2
93.8869534,27.4102179,,1.948,17.1541,,4930.0,,16.1325,,k2
92.1512224,23.7924451,,0.348,6.6223,,5000.0,,5.54598,,k2
169.4827046,2.6190363,4.61,0.558,0.38107852,,3892.0,,0.57,,k2
125.007177,14.0194586,2.86,,22.631964,615.0,5519.0,4.43,0.97,0.93,k2
137.3453763,11.685335,,13.1088,25.23658,,3777.0,4.56823,0.701898,0.664837,k2
167.1711994,1.5774487,24.2,9.43,5.7968861,,4721.0,,0.72,,k2
126.4762179,20.3593384,1.16,,2.2193023,769.0,4009.0,4.69,0.59,0.63,k2
333.1100738,-16.3418863,2.34,0.0598,15.85412,,5495.0,,0.88,,k2
207.7914221,-18.4617958,25.5,0.2089,0.7165461,,,,1.754,,k2
175.0972238,4.5574311,1.87,0.1041,7.62117,,,,0.544,,k2
10.8020706,1.4705845,1.11,0.0191,3.68047,,,,0.777,,k2
253.1604535,-19.1616989,,3.43,4.37983009,,5982.0,4.07039,1.60152,1.1,k2
202.6413,-10.5554017,,3.564,0.72436144,,3276.0,4.60926,0.650416,0.627438,k2
169.1498727,-4.6564416,30.0,3.06,,,,,0.707,,k2
339.6748444,-13.5600447,1.94,0.0348,2.5735352,,5680.0,,0.95,,k2
178.3296746,6.4123178,2.03,,17.969029,,4118.41,,0.626014,0.657836,k2
201.6551525,-8.3176353,,0.6205,3.952,,5753.0,4.36542,1.10289,1.029,k2
129.2823699,20.3992512,2.41,0.0942,14.130142,,,,0.794,,k2
18.3443908,8.9874328,1.71,0.21,10.59366,,,,0.36,,k2
207.9180889,-11.9692128,23.212,,17.732736,,5650.0,4.03,1.684,1.114,k2
130.3439097,18.9338205,1.94,0.0749,14.67665,,,,0.682,,k2
131.4568921,13.0294918,,0.1315,0.635328,,6420.0,4.176,1.531,,k2
161.4732113,12.3015708,2.285,,13.071041,,5937.0,4.214,1.246,0.935,k2
131.9735167,12.2317861,,0.0285,18.641,,4774.48,,,,k2
243.4509662,-24.7870527,2.33,0.0866,14.090907,,4740.0,,0.72,,k2
157.9272674,0.3538401,3.725,,4.71688,,4846.0,4.679,0.701,0.857,k2
126.8358869,20.4055501,1.3,0.389,6.83292,,,,0.18,,k2
294.4801973,-24.3849513,15.3,,6.421719,,,,1.1,,k2
180.5408896,-3.5809053,2.26,0.065,12.42205,684.0,5425.0,4.56,0.83,0.9,k2
103.3613273,16.8331077,35.3,3.779,1.696374,,,,1.793,,k2
129.7768928,19.0100046,3.34,0.1434,11.71885,,,,0.872,,k2
11.2983678,6.4815879,3.36,0.0636,14.0721,,,,1.278,,k2
347.8976872,0.5153821,2.26,,7.21084,,5739.0,4.286,1.053,0.787,k2
135.6995684,14.7279308,39.0,1.626,0.9587591,,,,1.171,,k2
14.5176494,-0.193258,0.9,0.0537,6.92251,,,,0.371,,k2
130.3439097,18.9338205,,0.072,14.66146147,,4695.41,4.50612,0.800765,0.75,k2
63.3668036,24.0030491,44.0,1.265,,,,,1.6,,k2
15.435753,4.9254702,2.21599278,,19.496649,,5758.0,4.22,1.155241,,k2
333.4267738,-12.0663429,2.89,0.0481,20.2653,,,,1.269,,k2
337.5136198,-13.6101475,1.7,,5.2986,,4114.0,4.8,0.5,,k2
13.4321524,7.9952914,1.73,0.0262,0.705386,,,,1.013,,k2
204.4376666,-8.5970858,1.117,0.0332,5.67556,,,,0.578,,k2
128.1785549,20.8777376,,16.4327,3.40819,,5416.13,4.55423,0.849526,0.943,k2
130.925517,11.7826436,,12.6507,13.919301,,5330.07,4.19884,1.2633,0.92,k2
95.1830838,24.9042603,76.0,3.778,3.046136,,,,1.698,,k2
242.5734559,-24.9906029,5.25597181,,20.885016,,5744.0,4.41,1.068173,1.095122,k2
129.647924,13.7066497,,49.7678,0.620388,,7577.62,4.34034,1.48463,1.76,k2
289.066707,-17.9107147,9.056872,,28.38236,565.0,5340.0,4.5,0.862,0.919,k2
182.699673,-6.2943552,1.1,,0.813143,,4460.0,4.7,0.62,,k2
133.3980686,12.7191133,,36.8062,0.799768,,8175.71,4.29318,1.67093,2.0,k2
130.4176439,14.8015143,,12.3582,11.100314,,4928.18,,3.70395,,k2
169.7935178,-0.2844389,,0.149,10.35848367,,4779.0,4.5498,0.771581,0.77,k2
12.3975189,10.0200266,62.27721531,,2.65323,,4621.0,2.17,13.730692,,k2
205.6712596,-10.7690389,6.6,0.929,4.54462,,,,0.487,,k2
17.3825067,-0.5177539,2.76,0.0554,7.05647,,,,1.09,,k2
52.2140799,23.0155211,28.1,1.3334,3.347872,,,,2.2,,k2
210.272978,-9.5402384,,0.235,0.32814902,,5793.0,4.36933,1.10379,1.04,k2
126.4762179,20.3593384,1.28,,2.219405,,3993.36,,0.590802,0.629589,k2
337.1055746,-6.0867177,14.77,0.7257,11.98934,,,,1.726,,k2
188.8935189,-10.0692793,2.12,0.1,2.25021,979.0,4667.0,4.63,0.69,0.74,k2
12.7700071,9.5167694,2.21473364,,13.682511,,5599.0,4.43,0.929546,0.959636,k2
132.6211743,17.5423852,2.96,0.1225,14.45107,,,,0.802,,k2
129.3625717,18.9766197,3.47,,10.13389,,3471.0,,0.402,0.361,k2
340.3037846,-14.4893256,1.59,,9.32414,500.0,4043.0,,0.6,0.64,k2
351.0241094,-2.5555671,4.742,,3.379516,,4940.0,4.585,0.741,0.767,k2
205.2371043,-11.0093342,3.3,,14.786747,,,,0.83,,k2
131.6535145,25.3374544,,0.3489,1.095841,,5920.0,3.996,1.906,,k2
169.4827046,2.6190363,5.4,0.624,0.3810654,,,,0.64,,k2
60.3724029,14.0001347,2.21,0.0903,19.8606,,,,0.648,,k2
133.2383188,14.8117921,,0.0844,1.855827,,4720.0,4.627,0.664,,k2
186.2270991,-2.0660477,2.63,0.097,5.52011,845.0,5219.0,4.58,0.78,0.84,k2
14.0322943,11.7069365,1.44,0.0204,2.52894,,,,0.962,,k2
245.1798804,-19.1443126,,0.042,0.97988263,,4063.0,4.56888,0.701061,0.664242,k2
131.9735167,12.2317861,1.49,0.031,18.634179,,,,0.821,,k2
178.1105741,4.2546649,2.48,0.121,11.8104,676.0,5131.0,,0.68,0.72,k2
337.5136198,-13.6101475,1.62,,5.29711,,,,,0.565,k2
242.5734559,-24.9906029,5.59,0.44,42.363493,,5071.0,,0.77,,k2
55.4536223,19.7060261,205.0,,29.12555,,4936.0,3.28,3.9,,k2
202.1678472,-11.399279,2.27671392,,13.52475,,5570.0,4.59,0.888236,,k2
183.188479,-1.0748315,3.36,0.15,27.47083,480.0,4947.03,4.59659,0.749863,0.81,k2
129.83855,21.3907526,6.1,0.0615,0.8218241,,,,2.66,,k2
333.2125206,-10.9261373,1.58,,12.6475,,5213.0,4.533,0.84,0.87,k2
59.464829,18.4649505,1.37,,0.684557,,4376.21,,0.675849,0.69834,k2
130.1630689,16.8291894,2.643,,7.5587,,3974.0,4.579,0.677,0.636,k2
334.3645089,-12.1874776,2.14,,6.67202,,4880.0,4.604,0.73,0.77,k2
136.6576761,24.2037699,,31.2313,0.592255,,5660.49,4.40155,1.04814,1.01,k2
11.8772391,5.3862102,1.28,,2.010607,,3806.0,4.641,0.618,0.61,k2
137.0941737,13.6225937,,25.9506,0.512702,,4513.0,4.28207,1.00839,0.71,k2
178.1921152,-1.1984418,3.06,0.0845,30.944648,,5710.0,,0.96,,k2
201.2364742,-8.1717857,,0.03,18.516,,5841.15,,1.09551,,k2
59.1527391,22.4724517,1.36,0.0389,2.90022,,,,0.646,,k2
135.6302992,17.9021238,,3.5912,0.522199,,,,,,k2
178.0568745,2.5941222,8.51,1.226,8.36779,,,,0.708,,k2
133.4259049,21.4505161,,0.1629,0.547674,,4926.69,4.55541,0.786265,0.81,k2
172.1216476,1.6906217,4.37,,19.3037,,5581.0,4.333,1.08,0.92,k2
200.3573836,-14.4065123,1.59,0.0652,9.886,,,,0.595,,k2
12.2670046,2.266557,11.4,0.11,0.5551606,,,,1.657,,k2
282.1593738,-19.051064,49.0,0.1741,1.589843,,,,3.93,,k2
135.3350487,18.8252879,3.17207779,,41.474219,,5784.0,4.45,0.98083,1.018617,k2
239.2255102,-25.4738433,80.0,1.6512,0.7099504,,,,2.065,,k2
186.0383865,-1.111479,1.44,0.02669,9.45889,631.0,4842.0,4.63,0.69,0.75,k2
13.5724016,10.9092439,2.36,0.0389,8.1344,,,,1.153,,k2
175.0972238,4.5574311,2.13,,7.62067,710.0,4761.0,,0.64,0.67,k2
204.4397379,-11.1925496,5.7,,2.581467,,,,0.78,,k2
205.8579439,-10.8969688,7.72094189,,7.785227,,5084.0,3.95,1.817689,,k2
202.3909815,-9.8106709,2.16,0.488,2.851702,,,,0.303,,k2
338.844896,-7.469895,2.67,,7.8142,,5995.0,4.118,1.56,1.16,k2
174.1067018,7.7529977,3.35,,28.2692,,5631.0,4.2,1.29,,k2
128.0987614,10.6772004,,9.1939,14.449,,6016.0,4.02797,1.68931,1.11,k2
9.9874639,2.8313412,2.74,0.19,9.64954,,,,0.593,,k2
331.2771441,-14.1218019,1.16,0.0179,0.911618,,,,0.823,,k2
228.2482353,-16.7246474,3.67,,15.624,990.0,5430.0,3.99,1.71,1.05,k2
127.9211671,22.8415869,1.65,0.0402,2.91825,,,,0.776,,k2
244.3290388,-24.6219639,,7.19,4.5417,,2897.0,4.61636,0.641751,0.620907,k2
129.7768928,19.0100046,3.05,,11.7195663,849.0,5161.0,4.53,0.85,0.89,k2
159.3178694,5.2068962,5.581,,3.917682,,4566.0,4.682,0.656,0.763,k2
285.6788112,-17.1772769,591.1,,20.943909,,,,11.57,,k2
174.2662454,-0.90721,2.65,0.034,19.153765,,6234.0,,1.32,,k2
332.4761401,-13.7777952,4.6,,1.131316,,6292.0,4.27,1.32,,k2
132.5235618,23.1924709,2.38,,13.609878,698.0,5484.0,4.5,0.92,0.98,k2
335.025662,-9.0560881,,0.058,7.49491004,,5865.0,4.41546,1.05721,1.061,k2
133.8758538,25.0205528,,23.6909,0.526018,,3614.0,4.59239,0.671247,0.642823,k2
55.0113018,17.8043597,2.51,0.174,27.9329,,,,0.573,,k2
337.1335977,-6.3475875,2.02,0.0291,0.442185,,,,0.754,,k2
296.2215504,-24.64935,31.7,1.3183,1.2539936,,,,0.948,,k2
